0.00601514;0.001651
0.00634035;0.001818
0.00837229;0.0012225
0.0020078;0.000911
0.00851011;-0.0032375
0.00696019;0.000422
0.00613358;-0.004451
0.00431559;0.0038195
0.00804181;0.0031625
0.00763873;-0.002456
0.00493441;0.000567
0.00531026;0.001445
0.00275693;-0.0026095
0.00705651;0.0003115
0.00409402;0.004979
0.0087156;0.0038705
0.00129244;-0.004638
0.00388329;0.001128
0.00261551;0.0028205
0.00791883;0.003271
0.00070293;0.0031445
0.00392391;-0.000104
0.00859644;0.004237
0.00693618;0.0008375
0.00455727;-0.0025115
0.00343811;0.002679
0.00473813;0.0036935
0.00817646;0.0009895
0.0070248;-0.003697
2.09377e-05;0.0049355
0.0083624;0.0023695
0.00305632;-0.0007355
0.00487278;0.0040225
0.00526249;-0.004332
0.00672332;-0.0043925
0.00700141;-0.000398
0.00767833;0.003985
0.00875456;0.000622
0.00730656;0.0045655
0.00344412;-0.003026
0.00625591;0.0030175
0.00666845;0.0014615
0.000672009;-0.0030465
0.00747153;0.000972
0.000263139;-0.003071
0.00109014;-0.0022845
0.00446085;-0.0039345
0.00703003;-0.001618
0.00819346;0.000549
0.00208904;0.0001075
0.00518636;-0.0038345
0.00789849;-0.001915
0.00815446;-0.001264
0.0029402;0.001549
0.00835405;0.0033425
0.00349043;-0.003292
0.0015865;0.001352
0.00520329;-0.003752
0.00103698;-0.004379
0.00718255;0.004739
0.00662456;0.0044795
0.00749595;0.0013765
0.00677801;0.0026105
0.00572927;0.001985
0.00607565;-0.003015
0.00275601;0.0043165
0.00832202;0.0031545
0.00332044;0.0046535
0.00680494;0.0024605
0.00821071;-0.001632
0.00677881;-0.0039225
5.12175e-05;0.0035155
0.00741061;-0.003578
0.00184777;-0.0010885
0.00630228;-0.0016645
0.0075823;-0.0040545
0.00288934;-0.000719
0.000170537;-0.003464
0.0030915;0.000257
0.000780516;-0.0017725
0.00540766;0.001966
0.00573167;0.0017445
0.00296406;-0.0037025
0.0063911;0.000187
0.00669086;-0.0042235
0.00445102;-0.0022625
0.00585549;-0.0031925
0.00429117;0.00246
0.0013451;0.004193
0.0014047;-0.003375
0.00674468;-0.0018015
0.00262139;-0.00148
0.0066799;0.0030685
0.00425365;0.0007235
-0.00110835;0.0049295
0.000942143;0.0019195
0.00230665;0.0046715
0.00481552;-0.0029835
0.00117828;0.0014145
0.00442345;0.0010795
0.00518154;-0.0028885
0.00685873;0.0022215
0.00509977;0.0032465
0.00369947;-0.001499
0.0086833;0.0010535
0.0051679;0.00132
0.00246175;0.0026965
0.0010812;-0.0019165
0.00795826;-0.0037515
0.000826524;-0.001381
0.00439393;0.002759
0.00266633;0.00125
0.00263826;-0.004445
0.00750499;-0.000248
0.00389871;-0.003177
7.72501e-05;-0.0026625
0.0001299;0.002825
0.00863325;-0.0007945
0.00627725;-0.002583
0.00274007;0.003039
0.00565538;-0.0021675
0.000557616;-0.0009255
0.000680477;0.0037275
0.00816319;-0.0023535
0.00410816;0.0009655
0.00230286;0.0025065
0.0049661;-0.001844
0.000860552;0.0006835
0.00673913;0.0033755
0.00545733;0.0038575
0.00530195;0.0026195
0.00216117;-0.004515
0.00062435;0.00393
0.00155719;0.0028685
0.00255682;-0.0044265
0.00102086;0.0011695
0.0064761;-0.0002045
0.00729269;-0.0028885
0.000551944;0.0024025
0.000968775;-0.0033245
0.000573436;0.0023755
0.00735091;-0.003379
0.00551158;0.0042905
0.00128416;-0.0025805
0.00770285;0.000916
0.00236158;-0.000783
0.000576897;-0.004352
0.00692108;0.002157
0.000779618;0.0025695
0.00222439;0.0004535
0.00717727;0.0022855
0.00534996;0.0047255
0.00227289;-0.0031325
0.00590565;-0.0012195
0.00448361;-0.0020525
0.0016553;0.002166
0.00144387;0.004166
0.00766057;0.0040315
0.00249179;0.0010915
0.00768084;-0.000701
0.000889236;-0.004096
0.00256843;-0.00128
0.00867703;-0.003605
0.0059302;0.000658
0.00311589;-0.0009215
0.00113728;-0.0015405
0.00557541;-0.002265
0.00288371;0.0047975
0.00484433;-0.001801
0.00453142;0.0034005
0.00735734;-0.001438
0.00262085;-0.002178
0.00369153;-0.00247
0.000921962;-0.003815
0.00388127;0.0046565
0.00135846;0.0038055
0.00359964;-0.0028235
0.0043525;0.0034645
0.0017655;-0.0034215
0.00132398;0.002064
0.00371603;-0.0015895
0.00358582;0.000198
0.00330218;-0.0031145
0.00797299;0.000276
0.0073225;-7.4e-05
0.00574509;0.000759
0.00740445;0.0024195
0.00270525;-0.0037835
0.00690715;0.001787
0.00844851;0.001747
0.00659097;0.0010615
0.00875379;-0.0016435
0.00540732;-0.0005695
0.00807132;0.003162
0.00296419;-0.0027035
0.00616931;-0.003333
0.00595153;-0.0010735
0.00107408;0.001381
0.00806123;0.0032125
0.00566459;0.0004245
0.00120782;0.000334
0.00316579;-0.003373
0.00482648;0.001117
0.00480549;-0.004121
0.000936786;-0.003403
0.00253714;0.0025245
0.00265797;-0.003645
0.00308332;-0.002751
0.00392316;0.0040545
-0.0037017;0.0049715
0.00557935;-0.001186
0.00786005;-0.0034135
0.00799372;-0.0001445
0.0089662;0.0030805
0.00206658;0.0046245
0.00476569;-0.000617
0.0019251;-0.0039595
0.00125485;-0.000936
0.00520453;0.0002055
0.00111057;0.0032385
0.00473796;0.0039215
0.001963;-0.002363
0.00344647;-0.002004
0.00392625;-0.0025855
0.00125291;-0.001526
0.00520925;0.004754
0.00247852;-0.0027995
0.00325778;-0.0036195
0.00726283;0.002484
0.00556957;0.0033005
0.00616631;0.004318
0.0029164;0.0015955
0.00359645;4.55e-05
0.00684997;0.0006925
0.00436435;-0.003045
0.00315721;-0.0015945
0.00592821;0.001046
0.00806459;0.0043295
0.00423973;0.002281
0.00779268;0.0024455
0.00477218;-0.0026935
0.00639886;-0.000605
0.00256141;-0.0001075
0.00201182;0.0047395
0.0014085;-0.0034115
0.00518495;0.0026615
0.00713661;0.0002515
0.00128206;0.0026175
0.00626645;-0.0037305
0.00454971;0.0019
0.00129203;-0.0014065
0.00829663;-0.0008985
0.00687734;-0.000476
0.00167658;3.4e-05
0.00480516;-0.001649
0.0013873;-0.0042635
0.0076449;0.0010315
0.0049474;0.003341
0.00278598;0.0040835
0.00831607;-0.0016995
0.00790896;-0.0025275
0.00614288;0.002931
0.00668686;-0.003428
0.00753393;0.001197
0.00386693;0.002035
0.0031486;0.001066
0.00476781;-0.0034215
0.0064131;-0.000204
0.00616325;0.0049505
0.00788425;-0.00074
0.00240764;0.003662
0.00104334;0.0003115
0.00268164;0.003305
0.00873306;0.0006175
0.00116131;0.004909
0.00399723;0.001237
0.00656557;-0.000591
0.00127545;0.0014575
0.00591592;0.002893
0.0088472;0.0019985
0.00608271;-0.0028965
0.00334054;-0.0049155
0.00243228;0.0045845
0.00181176;0.002961
0.00276594;-0.0021125
0.00142662;0.002365
0.00762901;0.000394
0.00370297;0.0012435
0.00594447;-0.0004945
0.000933264;0.004264
0.00856836;0.0003075
0.00369297;-0.0036755
0.00377785;-0.0008025
0.00204272;-0.0011265
0.00813763;0.001789
0.00785525;-0.001629
0.00201514;-0.002887
0.00756673;0.003927
0.00593375;0.001513
0.00303828;0.0007605
0.00765595;0.0004615
0.00212662;0.004126
0.00690033;0.000803
0.00155245;-0.002269
0.00640852;-0.003241
0.00619586;-0.0039245
0.00505318;-0.002976
0.00647009;-4.05e-05
0.00325023;0.003359
0.00679717;0.001489
0.00436137;0.0028815
0.00785239;-0.004607
0.00147424;0.004668
0.00491024;0.004868
0.00139567;-0.0006155
0.00165825;-0.0030665
0.00390949;0.0019305
0.000256583;0.003878
0.00684375;-0.0022185
0.00257068;0.0043945
0.00163537;0.003132
0.00140086;0.0029595
0.00706358;-0.0039535
0.00395799;-0.000446
0.000110107;0.004928
0.00412248;-0.004094
0.00475288;0.0022555
0.00630755;0.002804
0.00406889;0.0037955
0.00856095;0.004457
0.0078622;0.004653
0.00852986;-0.0037975
0.00245845;0.0038025
0.00228369;0.0024935
0.00471088;0.0030415
0.00490895;-0.002523
0.00823737;0.000534
0.00742957;-0.000494
0.00259744;-0.0016445
0.00513677;-0.0008375
0.00732483;0.0014555
0.00698324;-0.0039065
0.00668891;-0.000456
0.00410015;0.0019865
0.00432875;-0.003902
0.00148265;-0.000304
0.00279483;0.0010105
